gender,age_from,age_to,family,cnt,age,nrep,agegroup,deathrate,contacts_mean,family_factor,portion
f,43,43,ledig,105007.0,43,1,40,0.0009,13.83,0,0.0012648517879831022
f,43,43,verheiratet,298770.0,43,1,40,0.0009,13.83,1,0.003598805495783247
f,43,43,verheiratet_lp,1026.0,43,1,40,0.0009,13.83,0,1.2358584994054328e-05
f,43,43,verwitwet,4422.0,43,1,40,0.0009,13.83,0,5.3264778600105494e-05
f,43,43,verwitwet_lp,12.0,43,1,40,0.0009,13.83,0,1.4454485373162958e-07
f,44,44,geschieden,61883.0,44,1,40,0.001,13.83,0,0.000745405765289536
f,44,44,geschieden_lp,303.0,44,1,40,0.001,13.83,0,3.6497575567236465e-06
f,44,44,ledig,101033.0,44,1,40,0.001,13.83,0,0.0012169833505889776
f,44,44,verheiratet,304945.0,44,1,40,0.001,13.83,1,0.003673185868432648
f,44,44,verheiratet_lp,1116.0,44,1,40,0.001,13.83,0,1.3442671397041549e-05
f,44,44,verwitwet,4985.0,44,1,40,0.001,13.83,0,6.004634132101445e-05
f,44,44,verwitwet_lp,7.0,44,1,40,0.001,13.83,0,8.431783134345058e-08
f,45,45,geschieden,65410.0,45,1,40,0.0011,13.83,0,0.0007878899068821575
f,45,45,geschieden_lp,253.0,45,1,40,0.0011,13.83,0,3.0474873328418566e-06
f,45,45,ledig,97162.0,45,1,40,0.0011,13.83,0,0.0011703555898560493
f,45,45,verheiratet,308781.0,45,1,40,0.0011,13.83,1,0.0037193920400088593
f,45,45,verheiratet_lp,946.0,45,1,40,0.0011,13.83,0,1.1394952635843465e-05
f,45,45,verwitwet,5759.0,45,1,40,0.0011,13.83,0,6.936948438670455e-05
f,45,45,verwitwet_lp,12.0,45,1,40,0.0011,13.83,0,1.4454485373162958e-07
f,46,46,geschieden,73236.0,46,1,40,0.0013,13.83,0,0.0008821572423241352
f,46,46,geschieden_lp,262.0,46,1,40,0.0013,13.83,0,3.155895973140579e-06
f,46,46,ledig,100053.0,46,1,40,0.0013,13.83,0,0.0012051788542008944
f,46,46,verheiratet,334385.0,46,1,40,0.0013,13.83,1,0.004027802576254246
f,46,46,verheiratet_lp,984.0,46,1,40,0.0013,13.83,0,1.1852678005993624e-05
f,46,46,verwitwet,6936.0,46,1,40,0.0013,13.83,0,8.35469254568819e-05
f,46,46,verwitwet_lp,15.0,46,1,40,0.0013,13.83,0,1.8068106716453695e-07
f,47,47,geschieden,83970.0,47,1,40,0.0014,13.83,0,0.001011452613987078
f,47,47,geschieden_lp,268.0,47,1,40,0.0014,13.83,0,3.228168400006394e-06
f,47,47,ledig,106170.0,47,1,40,0.0014,13.83,0,0.0012788605933905927
f,47,47,verheiratet,365590.0,47,1,40,0.0014,13.83,1,0.004403679422978871
f,47,47,verheiratet_lp,1090.0,47,1,40,0.0014,13.83,0,1.312949088062302e-05
f,47,47,verwitwet,8605.0,47,1,40,0.0014,13.83,0,0.00010365070553005603
f,47,47,verwitwet_lp,18.0,47,1,40,0.0014,13.83,0,2.1681728059744435e-07
f,48,48,geschieden,90741.0,48,1,40,0.0016,13.83,0,0.00109301204770515
f,48,48,geschieden_lp,309.0,48,1,40,0.0016,13.83,0,3.7220299835894614e-06
f,48,48,ledig,104387.0,48,1,40,0.0016,13.83,0,0.001257383637206968
f,48,48,verheiratet,379339.0,48,1,40,0.0016,13.83,1,0.0045692916891418855
f,48,48,verheiratet_lp,1114.0,48,1,40,0.0016,13.83,0,1.3418580588086279e-05
f,48,48,verwitwet,10038.0,48,1,40,0.0016,13.83,0,0.00012091177014650814
f,48,48,verwitwet_lp,27.0,48,1,40,0.0016,13.83,0,3.2522592089616655e-07
f,49,49,geschieden,101006.0,49,1,40,0.0018,13.83,0,0.0012166581246680814
f,49,49,geschieden_lp,265.0,49,1,40,0.0018,13.83,0,3.1920321865734864e-06
f,49,49,ledig,106188.0,49,1,40,0.0018,13.83,0,0.00127907741067119
f,49,49,verheiratet,405839.0,49,1,40,0.0018,13.83,1,0.004888494907799234
f,49,49,verheiratet_lp,1142.0,49,1,40,0.0018,13.83,0,1.375585191346008e-05
f,49,49,verwitwet,11983.0,49,1,40,0.0018,13.83,0,0.00014434008185550975
f,49,49,verwitwet_lp,19.0,49,1,40,0.0018,13.83,0,2.2886268507508015e-07
f,50,50,geschieden,109013.0,50,1,50,0.002,12.3,0,0.0013131056783205113
f,50,50,geschieden_lp,310.0,50,1,50,0.002,12.3,0,3.7340753880670973e-06
f,50,50,ledig,104984.0,50,1,50,0.002,12.3,0,0.0012645747436801165
f,50,50,verheiratet,425485.0,50,1,50,0.002,12.3,1,0.005125138924166868
f,50,50,verheiratet_lp,1201.0,50,1,50,0.002,12.3,0,1.4466530777640593e-05
f,50,50,verwitwet,14174.0,50,1,50,0.002,12.3,0,0.00017073156306600978
f,50,50,verwitwet_lp,26.0,50,1,50,0.002,12.3,0,3.1318051641853075e-07
f,51,51,geschieden,114812.0,51,1,50,0.0022,12.3,0,0.0013829569788863212
f,51,51,geschieden_lp,243.0,51,1,50,0.0022,12.3,0,2.9270332880654987e-06
f,51,51,ledig,101809.0,51,1,50,0.0022,12.3,0,0.001226330584463623
f,51,51,verheiratet,437428.0,51,1,50,0.0022,12.3,1,0.005268997189843271
f,51,51,verheiratet_lp,1203.0,51,1,50,0.0022,12.3,0,1.4490621586595865e-05
f,51,51,verwitwet,16468.0,51,1,50,0.0022,12.3,0,0.0001983637209377063
f,51,51,verwitwet_lp,29.0,51,1,50,0.0022,12.3,0,3.493167298514381e-07
f,52,52,geschieden,119200.0,52,1,50,0.0025,12.3,0,0.001435812213734187
f,52,52,geschieden_lp,258.0,52,1,50,0.0025,12.3,0,3.107714355230036e-06
f,52,52,ledig,97580.0,52,1,50,0.0025,12.3,0,0.001175390568927701
f,52,52,verheiratet,451195.0,52,1,50,0.0025,12.3,1,0.005434826273286884
f,52,52,verheiratet_lp,1225.0,52,1,50,0.0025,12.3,0,1.4755620485103852e-05
f,52,52,verwitwet,18985.0,52,1,50,0.0025,12.3,0,0.00022868200400791563
f,52,52,verwitwet_lp,31.0,52,1,50,0.0025,12.3,0,3.734075388067097e-07
f,53,53,geschieden,120538.0,53,1,50,0.0027,12.3,0,0.0014519289649252637
f,53,53,geschieden_lp,242.0,53,1,50,0.0027,12.3,0,2.914987883587863e-06
f,53,53,ledig,90515.0,53,1,50,0.0027,12.3,0,0.0010902897862932043
f,53,53,verheiratet,453988.0,53,1,50,0.0027,12.3,1,0.00546846908799292
f,53,53,verheiratet_lp,1158.0,53,1,50,0.0027,12.3,0,1.3948578385102253e-05
f,53,53,verwitwet,22201.0,53,1,50,0.0027,12.3,0,0.00026742002480799234
f,53,53,verwitwet_lp,44.0,53,1,50,0.0027,12.3,0,5.299977970159751e-07
f,54,54,geschieden,123813.0,54,1,50,0.003,12.3,0,0.001491377664589521
f,54,54,geschieden_lp,238.0,54,1,50,0.003,12.3,0,2.8668062656773197e-06
f,54,54,ledig,86385.0,54,1,50,0.003,12.3,0,0.0010405422658005684
f,54,54,verheiratet,464137.0,54,1,50,0.003,12.3,1,0.005590717898036446
f,54,54,verheiratet_lp,1153.0,54,1,50,0.003,12.3,0,1.3888351362714074e-05
f,54,54,verwitwet,25620.0,54,1,50,0.003,12.3,0,0.00030860326271702913
f,54,54,verwitwet_lp,35.0,54,1,50,0.003,12.3,0,4.215891567172529e-07
f,55,55,geschieden,121126.0,55,1,50,0.0033,12.3,0,0.0014590116627581137
f,55,55,geschieden_lp,213.0,55,1,50,0.0033,12.3,0,2.565671153736425e-06
f,55,55,ledig,79984.0,55,1,50,0.0033,12.3,0,0.0009634396317392217
f,55,55,verheiratet,463683.0,55,1,50,0.0033,12.3,1,0.005585249284403599
f,55,55,verheiratet_lp,1055.0,55,1,50,0.0033,12.3,0,1.2707901723905767e-05
f,55,55,verwitwet,29298.0,55,1,50,0.0033,12.3,0,0.0003529062603857736
f,55,55,verwitwet_lp,30.0,55,1,50,0.0033,12.3,0,3.613621343290739e-07
f,56,56,geschieden,117127.0,56,1,50,0.0036,12.3,0,0.001410842090252048
f,56,56,geschieden_lp,170.0,56,1,50,0.0036,12.3,0,2.0477187611980855e-06
f,56,56,ledig,71737.0,56,1,50,0.0036,12.3,0,0.0008641011810121592
f,56,56,verheiratet,451551.0,56,1,50,0.0036,12.3,1,0.005439114437280922
f,56,56,verheiratet_lp,1008.0,56,1,50,0.0036,12.3,0,1.2141767713456884e-05
f,56,56,verwitwet,32419.0,56,1,50,0.0036,12.3,0,0.00039049996776047494
f,56,56,verwitwet_lp,38.0,56,1,50,0.0036,12.3,0,4.577253701501603e-07
f,57,57,geschieden,112917.0,57,1,50,0.004,12.3,0,0.0013601309374012013
f,57,57,geschieden_lp,139.0,57,1,50,0.004,12.3,0,1.6743112223913759e-06
f,57,57,ledig,66323.0,57,1,50,0.004,12.3,0,0.000798887361170239
f,57,57,verheiratet,448050.0,57,1,50,0.004,12.3,1,0.005396943476204719
f,57,57,verheiratet_lp,912.0,57,1,50,0.004,12.3,0,1.0985408883603847e-05
f,57,57,verwitwet,36914.0,57,1,50,0.004,12.3,0,0.0004446440608874478
f,57,57,verwitwet_lp,38.0,57,1,50,0.004,12.3,0,4.577253701501603e-07
f,58,58,geschieden,106362.0,58,1,50,0.0044,12.3,0,0.0012811733110502986
f,58,58,geschieden_lp,120.0,58,1,50,0.0044,12.3,0,1.4454485373162956e-06
f,58,58,ledig,59938.0,58,1,50,0.0044,12.3,0,0.0007219774535805344
f,58,58,verheiratet,434158.0,58,1,50,0.0044,12.3,1,0.005229608717201403
f,58,58,verheiratet_lp,804.0,58,1,50,0.0044,12.3,0,9.68450520001918e-06
f,58,58,verwitwet,41191.0,58,1,50,0.0044,12.3,0,0.0004961622558382962
f,58,58,verwitwet_lp,40.0,58,1,50,0.0044,12.3,0,4.818161791054319e-07
f,59,59,geschieden,100901.0,59,1,50,0.0048,12.3,0,0.0012153933571979296
f,59,59,geschieden_lp,120.0,59,1,50,0.0048,12.3,0,1.4454485373162956e-06
f,59,59,ledig,54333.0,59,1,50,0.0048,12.3,0,0.0006544629614833858
f,59,59,verheiratet,422340.0,59,1,50,0.0048,12.3,1,0.005087256127084703
f,59,59,verheiratet_lp,695.0,59,1,50,0.0048,12.3,0,8.371556111956879e-06
f,59,59,verwitwet,44776.0,59,1,50,0.0048,12.3,0,0.0005393450308906205
f,59,59,verwitwet_lp,34.0,59,1,50,0.0048,12.3,0,4.095437522396171e-07
f,60,60,geschieden,91164.0,60,1,60,0.0054,9.21,0,0.0010981072537991899
f,60,60,geschieden_lp,100.0,60,1,60,0.0054,9.21,0,1.2045404477635798e-06
f,60,60,ledig,48416.0,60,1,60,0.0054,9.21,0,0.0005831903031892148
f,60,60,verheiratet,399953.0,60,1,60,0.0054,9.21,1,0.00481759565704387
f,60,60,verheiratet_lp,631.0,60,1,60,0.0054,9.21,0,7.6006502253881885e-06
f,60,60,verwitwet,47653.0,60,1,60,0.0054,9.21,0,0.0005739996595727786
f,60,60,verwitwet_lp,36.0,60,1,60,0.0054,9.21,0,4.336345611948887e-07
f,61,61,geschieden,86931.0,61,1,60,0.0056,9.21,0,0.0010471190566453575
f,61,61,geschieden_lp,68.0,61,1,60,0.0056,9.21,0,8.190875044792342e-07
f,61,61,ledig,44733.0,61,1,60,0.0056,9.21,0,0.0005388270784980821
f,61,61,verheiratet,389812.0,61,1,60,0.0056,9.21,1,0.004695443210236166
f,61,61,verheiratet_lp,631.0,61,1,60,0.0056,9.21,0,7.6006502253881885e-06
f,61,61,verwitwet,51936.0,61,1,60,0.0056,9.21,0,0.0006255901269504927
f,61,61,verwitwet_lp,31.0,61,1,60,0.0056,9.21,0,3.734075388067097e-07
f,62,62,geschieden,82301.0,62,1,60,0.0061,9.21,0,0.0009913488339139038
f,62,62,geschieden_lp,60.0,62,1,60,0.0061,9.21,0,7.227242686581478e-07
f,62,62,ledig,40774.0,62,1,60,0.0061,9.21,0,0.000491139322171122
f,62,62,verheiratet,378438.0,62,1,60,0.0061,9.21,1,0.004558438779707536
f,62,62,verheiratet_lp,538.0,62,1,60,0.0061,9.21,0,6.480427608968059e-06
f,62,62,verwitwet,56497.0,62,1,60,0.0061,9.21,0,0.0006805292167729897
f,62,62,verwitwet_lp,40.0,62,1,60,0.0061,9.21,0,4.818161791054319e-07
f,63,63,geschieden,77656.0,63,1,60,0.0066,9.21,0,0.0009353979301152855
f,63,63,geschieden_lp,56.0,63,1,60,0.0066,9.21,0,6.745426507476046e-07
f,63,63,ledig,37079.0,63,1,60,0.0066,9.21,0,0.00044663155262625776
f,63,63,verheiratet,365922.0,63,1,60,0.0066,9.21,1,0.004407678497265447
f,63,63,verheiratet_lp,469.0,63,1,60,0.0066,9.21,0,5.6492947000111886e-06
f,63,63,verwitwet,61487.0,63,1,60,0.0066,9.21,0,0.0007406357851163923
f,63,63,verwitwet_lp,28.0,63,1,60,0.0066,9.21,0,3.372713253738023e-07
f,64,64,geschieden,75085.0,64,1,60,0.0073,9.21,0,0.0009044291952032839
f,64,64,geschieden_lp,55.0,64,1,60,0.0073,9.21,0,6.624972462699689e-07
f,64,64,ledig,34449.0,64,1,60,0.0073,9.21,0,0.0004149521388500756
f,64,64,verheiratet,358153.0,64,1,60,0.0073,9.21,1,0.004314097749878694
f,64,64,verheiratet_lp,452.0,64,1,60,0.0073,9.21,0,5.444522823891381e-06
f,64,64,verwitwet,66521.0,64,1,60,0.0073,9.21,0,0.0008012723512568109
f,64,64,verwitwet_lp,34.0,64,1,60,0.0073,9.21,0,4.095437522396171e-07
f,65,65,geschieden,70633.0,65,1,60,0.008,9.21,0,0.0008508030544688493
f,65,65,geschieden_lp,39.0,65,1,60,0.008,9.21,0,4.697707746277961e-07
f,65,65,ledig,30877.0,65,1,60,0.008,9.21,0,0.00037192595405596054
f,65,65,verheiratet,345190.0,65,1,60,0.008,9.21,1,0.004157953171635101
f,65,65,verheiratet_lp,450.0,65,1,60,0.008,9.21,0,5.420432014936109e-06
f,65,65,verwitwet,70654.0,65,1,60,0.008,9.21,0,0.0008510560079628796
f,65,65,verwitwet_lp,38.0,65,1,60,0.008,9.21,0,4.577253701501603e-07
f,66,66,geschieden,68880.0,66,1,60,0.0087,9.21,0,0.0008296874604195537
f,66,66,geschieden_lp,22.0,66,1,60,0.0087,9.21,0,2.6499889850798755e-07
f,66,66,ledig,28721.0,66,1,60,0.0087,9.21,0,0.0003459560620021777
f,66,66,verheiratet,339658.0,66,1,60,0.0087,9.21,1,0.00409131799406482
f,66,66,verheiratet_lp,389.0,66,1,60,0.0087,9.21,0,4.685662341800325e-06
f,66,66,verwitwet,77800.0,66,1,60,0.0087,9.21,0,0.0009371324683600651
f,66,66,verwitwet_lp,26.0,66,1,60,0.0087,9.21,0,3.1318051641853075e-07
f,67,67,geschieden,65758.0,67,1,60,0.0097,9.21,0,0.0007920817076403747
f,67,67,geschieden_lp,30.0,67,1,60,0.0097,9.21,0,3.613621343290739e-07
f,67,67,ledig,26176.0,67,1,60,0.0097,9.21,0,0.00031530050760659464
f,67,67,verheiratet,327552.0,67,1,60,0.0097,9.21,1,0.003945496327458561
f,67,67,verheiratet_lp,398.0,67,1,60,0.0097,9.21,0,4.794070982099047e-06
f,67,67,verwitwet,83144.0,67,1,60,0.0097,9.21,0,0.0010015031098885507
f,67,67,verwitwet_lp,32.0,67,1,60,0.0097,9.21,0,3.854529432843455e-07
f,68,68,geschieden,63371.0,68,1,60,0.0102,9.21,0,0.0007633293271522581
f,68,68,geschieden_lp,30.0,68,1,60,0.0102,9.21,0,3.613621343290739e-07
f,68,68,ledig,24108.0,68,1,60,0.0102,9.21,0,0.0002903906111468438
f,68,68,verheiratet,321030.0,68,1,60,0.0102,9.21,1,0.00386693619945542
f,68,68,verheiratet_lp,384.0,68,1,60,0.0102,9.21,0,4.6254353194121464e-06
f,68,68,verwitwet,91471.0,68,1,60,0.0102,9.21,0,0.001101805192973824
f,68,68,verwitwet_lp,47.0,68,1,60,0.0102,9.21,0,5.661340104488825e-07
f,69,69,geschieden,58038.0,69,1,60,0.0112,9.21,0,0.0006990911850730264
f,69,69,geschieden_lp,19.0,69,1,60,0.0112,9.21,0,2.2886268507508015e-07
f,69,69,ledig,21355.0,69,1,60,0.0112,9.21,0,0.00025722961261991247
f,69,69,verheiratet,304307.0,69,1,60,0.0112,9.21,1,0.0036655009003759165
f,69,69,verheiratet_lp,313.0,69,1,60,0.0112,9.21,0,3.7702116015000048e-06
f,69,69,verwitwet,95900.0,69,1,60,0.0112,9.21,0,0.001155154289405273
f,69,69,verwitwet_lp,23.0,69,1,60,0.0112,9.21,0,2.7704430298562335e-07
f,70,70,geschieden,51548.0,70,1,70,0.0122,6.89,0,0.00062091651001317
f,70,70,geschieden_lp,26.0,70,1,70,0.0122,6.89,0,3.1318051641853075e-07
f,70,70,ledig,18228.0,70,1,70,0.0122,6.89,0,0.00021956363281834532
f,70,70,verheiratet,269558.0,70,1,70,0.0122,6.89,1,0.0032469351401825503
f,70,70,verheiratet_lp,272.0,70,1,70,0.0122,6.89,0,3.276350017916937e-06
f,70,70,verwitwet,94700.0,70,1,70,0.0122,6.89,0,0.00114069980403211
f,70,70,verwitwet_lp,28.0,70,1,70,0.0122,6.89,0,3.372713253738023e-07
f,71,71,geschieden,46627.0,71,1,70,0.0134,6.89,0,0.0005616410745787244
f,71,71,geschieden_lp,8.0,71,1,70,0.0134,6.89,0,9.636323582108638e-08
f,71,71,ledig,15946.0,71,1,70,0.0134,6.89,0,0.00019207601980038042
f,71,71,verheiratet,248301.0,71,1,70,0.0134,6.89,1,0.002990885977201446
f,71,71,verheiratet_lp,200.0,71,1,70,0.0134,6.89,0,2.4090808955271596e-06
f,71,71,verwitwet,96417.0,71,1,70,0.0134,6.89,0,0.0011613817635202108
f,71,71,verwitwet_lp,26.0,71,1,70,0.0134,6.89,0,3.1318051641853075e-07
f,72,72,geschieden,39962.0,72,1,70,0.0144,6.89,0,0.00048135845373528175
f,72,72,geschieden_lp,9.0,72,1,70,0.0144,6.89,0,1.0840864029872218e-07
f,72,72,ledig,13123.0,72,1,70,0.0144,6.89,0,0.00015807184296001456
f,72,72,verheiratet,209617.0,72,1,70,0.0144,6.89,1,0.002524921550388583
f,72,72,verheiratet_lp,241.0,72,1,70,0.0144,6.89,0,2.902942479110227e-06
f,72,72,verwitwet,90011.0,72,1,70,0.0144,6.89,0,0.0010842189024364757
f,72,72,verwitwet_lp,26.0,72,1,70,0.0144,6.89,0,3.1318051641853075e-07
f,73,73,geschieden,34401.0,73,1,70,0.0155,6.89,0,0.00041437395943514906
f,73,73,geschieden_lp,14.0,73,1,70,0.0155,6.89,0,1.6863566268690115e-07
f,73,73,ledig,11832.0,73,1,70,0.0155,6.89,0,0.00014252122577938675
f,73,73,verheiratet,179066.0,73,1,70,0.0155,6.89,1,0.002156922398192332
f,73,73,verheiratet_lp,209.0,73,1,70,0.0155,6.89,0,2.5174895358258816e-06
f,73,73,verwitwet,85384.0,73,1,70,0.0155,6.89,0,0.0010284848159184548
f,73,73,verwitwet_lp,31.0,73,1,70,0.0155,6.89,0,3.734075388067097e-07
f,74,74,geschieden,43485.0,74,1,70,0.0171,6.89,0,0.0005237944137099926
f,74,74,geschieden_lp,9.0,74,1,70,0.0171,6.89,0,1.0840864029872218e-07
f,74,74,ledig,14519.0,74,1,70,0.0171,6.89,0,0.00017488722761079415
f,74,74,verheiratet,232832.0,74,1,70,0.0171,6.89,1,0.002804555615336898
f,74,74,verheiratet_lp,273.0,74,1,70,0.0171,6.89,0,3.2883954223945728e-06
f,74,74,verwitwet,119696.0,74,1,70,0.0171,6.89,0,0.0014417867343550943
f,74,74,verwitwet_lp,34.0,74,1,70,0.0171,6.89,0,4.095437522396171e-07
f,75,75,geschieden,42794.0,75,1,70,0.0191,6.89,0,0.0005154710392159463
f,75,75,geschieden_lp,17.0,75,1,70,0.0191,6.89,0,2.0477187611980855e-07
f,75,75,ledig,14963.0,75,1,70,0.0191,6.89,0,0.00018023538719886444
f,75,75,verheiratet,226757.0,75,1,70,0.0191,6.89,1,0.0027313797831352606
f,75,75,verheiratet_lp,201.0,75,1,70,0.0191,6.89,0,2.421126300004795e-06
f,75,75,verwitwet,128293.0,75,1,70,0.0191,6.89,0,0.0015453410766493295
f,75,75,verwitwet_lp,38.0,75,1,70,0.0191,6.89,0,4.577253701501603e-07
f,76,76,geschieden,38998.0,76,1,70,0.0218,6.89,0,0.00046974668381884085
f,76,76,geschieden_lp,7.0,76,1,70,0.0218,6.89,0,8.431783134345058e-08
f,76,76,ledig,14716.0,76,1,70,0.0218,6.89,0,0.0001772601722928884
f,76,76,verheiratet,209062.0,76,1,70,0.0218,6.89,1,0.002518236350903495
f,76,76,verheiratet_lp,183.0,76,1,70,0.0218,6.89,0,2.204309019407351e-06
f,76,76,verwitwet,133287.0,76,1,70,0.0218,6.89,0,0.0016054958266106425
f,76,76,verwitwet_lp,31.0,76,1,70,0.0218,6.89,0,3.734075388067097e-07
f,77,77,geschieden,44568.0,77,1,70,0.0245,6.89,0,0.0005368395867592722
f,77,77,geschieden_lp,2.0,77,1,70,0.0245,6.89,0,2.4090808955271594e-08
f,77,77,ledig,17265.0,77,1,70,0.0245,6.89,0,0.00020796390830638204
f,77,77,verheiratet,241687.0,77,1,70,0.0245,6.89,1,0.002911217671986363
f,77,77,verheiratet_lp,204.0,77,1,70,0.0245,6.89,0,2.4572625134377026e-06
f,77,77,verwitwet,174834.0,77,1,70,0.0245,6.89,0,0.002105946246442977
f,77,77,verwitwet_lp,26.0,77,1,70,0.0245,6.89,0,3.1318051641853075e-07
f,78,78,geschieden,43500.0,78,1,70,0.0281,6.89,0,0.0005239750947771571
f,78,78,geschieden_lp,3.0,78,1,70,0.0281,6.89,0,3.6136213432907394e-08
f,78,78,ledig,18018.0,78,1,70,0.0281,6.89,0,0.0002170340978780418
f,78,78,verheiratet,235475.0,78,1,70,0.0281,6.89,1,0.0028363916193712892
f,78,78,verheiratet_lp,146.0,78,1,70,0.0281,6.89,0,1.7586290537348265e-06
f,78,78,verwitwet,199931.0,78,1,70,0.0281,6.89,0,0.0024082497626182024
f,78,78,verwitwet_lp,32.0,78,1,70,0.0281,6.89,0,3.854529432843455e-07
f,79,79,geschieden,39492.0,79,1,70,0.0329,6.89,0,0.0004756971136307929
f,79,79,geschieden_lp,4.0,79,1,70,0.0329,6.89,0,4.818161791054319e-08
f,79,79,ledig,17728.0,79,1,70,0.0329,6.89,0,0.0002135409305795274
f,79,79,verheiratet,215115.0,79,1,70,0.0329,6.89,1,0.0025911471842066246
f,79,79,verheiratet_lp,142.0,79,1,70,0.0329,6.89,0,1.7104474358242833e-06
f,79,79,verwitwet,208227.0,79,1,70,0.0329,6.89,0,0.0025081784381646693
f,79,79,verwitwet_lp,27.0,79,1,70,0.0329,6.89,0,3.2522592089616655e-07
f,80,80,geschieden,33847.0,80,1,70,0.0384,6.89,0,0.00040770080535453885
f,80,80,geschieden_lp,1.0,80,1,70,0.0384,6.89,0,1.2045404477635797e-08
f,80,80,ledig,16559.0,80,1,70,0.0384,6.89,0,0.00019945985274517116
f,80,80,verheiratet,179306.0,80,1,70,0.0384,6.89,1,0.002159813295266964
f,80,80,verheiratet_lp,94.0,80,1,70,0.0384,6.89,0,1.132268020897765e-06
f,80,80,verwitwet,205304.0,80,1,70,0.0384,6.89,0,0.0024729697208765397
f,80,80,verwitwet_lp,26.0,80,1,70,0.0384,6.89,0,3.1318051641853075e-07
f,81,81,geschieden,29067.0,81,1,70,0.0441,6.89,0,0.0003501237719514397
f,81,81,geschieden_lp,4.0,81,1,70,0.0441,6.89,0,4.818161791054319e-08
f,81,81,ledig,15623.0,81,1,70,0.0441,6.89,0,0.00018818535415410408
f,81,81,verheiratet,149211.0,81,1,70,0.0441,6.89,1,0.001797306847512515
f,81,81,verheiratet_lp,87.0,81,1,70,0.0441,6.89,0,1.0479501895543145e-06
f,81,81,verwitwet,199433.0,81,1,70,0.0441,6.89,0,0.00240225115118834
f,81,81,verwitwet_lp,10.0,81,1,70,0.0441,6.89,0,1.2045404477635798e-07
f,82,82,geschieden,24940.0,82,1,70,0.0503,6.89,0,0.00030041238767223677
